precision,recall,f1-score,support
0.3939393939393939,0.6,0.47560975609756095,65.0
0.6060606060606061,0.4,0.4819277108433735,100.0
0.47878787878787876,0.47878787878787876,0.47878787878787876,0.47878787878787876
0.5,0.5,0.4787687334704672,165.0
0.5224977043158862,0.47878787878787876,0.47943881957987156,165.0
