precision,recall,f1-score,support
0.0,0.0,0.0,13.0
0.59375,0.95,0.7307692307692308,20.0
0.5757575757575758,0.5757575757575758,0.5757575757575758,0.5757575757575758
0.296875,0.475,0.3653846153846154,33.0
0.35984848484848486,0.5757575757575758,0.44289044289044294,33.0
