precision,recall,f1-score,support
0.0,0.0,0.0,13.0
0.6060606060606061,1.0,0.7547169811320755,20.0
0.6060606060606061,0.6060606060606061,0.6060606060606061,0.6060606060606061
0.30303030303030304,0.5,0.37735849056603776,33.0
0.3673094582185491,0.6060606060606061,0.45740423098913663,33.0
