precision,recall,f1-score,support
0.3939393939393939,0.5,0.4406779661016949,52.0
0.6060606060606061,0.5,0.5479452054794521,80.0
0.5,0.5,0.5,0.5
0.5,0.5,0.49431158579057355,132.0
0.5224977043158862,0.5,0.5056884142094266,132.0
