precision,recall,f1-score,support
0.40625,1.0,0.5777777777777777,13.0
1.0,0.05,0.09523809523809523,20.0
0.42424242424242425,0.42424242424242425,0.42424242424242425,0.42424242424242425
0.703125,0.525,0.3365079365079365,33.0
0.7660984848484849,0.42424242424242425,0.28532948532948527,33.0
