precision,recall,f1-score,support
0.5,0.07692307692307693,0.13333333333333336,13.0
0.6129032258064516,0.95,0.7450980392156863,20.0
0.6060606060606061,0.6060606060606061,0.6060606060606061,0.6060606060606061
0.5564516129032258,0.5134615384615384,0.4392156862745098,33.0
0.5684261974584555,0.6060606060606061,0.5040998217468806,33.0
