precision,recall,f1-score,support
0.0,0.0,0.0,13.0
0.5806451612903226,0.9,0.7058823529411764,20.0
0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454
0.2903225806451613,0.45,0.3529411764705882,33.0
0.3519061583577713,0.5454545454545454,0.42780748663101603,33.0
